g	FS	FC
23.400000000000002	0.008202355270784278	0.0065618842166272895
23.5	0.00825087402277469	0.006600699218219708
23.599999999999998	0.00829982088740755	0.006639856709925951
23.700000000000003	0.008349201506505644	0.006679361205204515
23.8	0.008399021511673377	0.006719217209338657
23.9	0.008449286524738864	0.006759429219791002
24.0	0.008500002158184805	0.006800001726547933
24.1	0.008551174015566154	0.006840939212452879
24.2	0.008602807691917902	0.006882246153534388
24.3	0.008654908774150427	0.0069239270193204305
24.400000000000002	0.008707482841433523	0.006965986273146818
24.5	0.008760535465568653	0.007008428372454967
24.599999999999998	0.008814072211353108	0.007051257769082442
24.7	0.008868098636929389	0.007094478909543511
24.8	0.008922620294128936	0.0071380962353032595
24.9	0.008977642728800861	0.007182114183040711
25.0	0.009033171481134472	0.007226537184907622
25.1	0.009089212085970244	0.007271369668776173
25.2	0.009145770073101134	0.007316616058480774
25.3	0.009202850967565346	0.007362280774052321
25.4	0.009260460289929329	0.007408368231943463
25.5	0.009318603556560334	0.007454882845248201
25.6	0.009377286279894426	0.007501829023915496
25.7	0.009436513968689608	0.007549211174951664
25.8	0.009496292128276407	0.007597033702621103
25.9	0.009556626260795564	0.007645301008636474
26.0	0.0096175218654303	0.007694017492344329
26.1	0.0096789844386298	0.007743187550903863
26.2	0.009741019474323376	0.007792815579458767
26.3	0.009803632464129963	0.007842905971303993
26.4	0.009866828897556634	0.007893463118045174
26.5	0.009930614262192994	0.007944491409754284
26.6	0.009994994043894478	0.007995995235115627
26.7	0.010059973726963323	0.008047978981570614
26.8	0.01012555879431698	0.00810044703545354
26.9	0.010191754727655655	0.00815340378212459
27.0	0.010258567007616626	0.008206853606093412
27.1	0.010326001113928118	0.00826080089114245
27.2	0.01039406252555275	0.0083152500204422
27.3	0.010462756720825972	0.008370205376660778
27.4	0.0105320891775873	0.00842567134206984
27.5	0.01060206537330799	0.008481652298646503
27.6	0.010672690785208827	0.00853815262816704
27.7	0.01074397089037582	0.0085951767123007
27.8	0.010815911165866776	0.008652728932693421
27.900000000000002	0.01088851708881522	0.008710813671052309
28.0	0.010961794136526426	0.00876943530922103
28.099999999999998	0.011035747786568573	0.008828598229254858
28.2	0.01111038351686	0.008888306813487956
28.3	0.011185706805748707	0.0089485654445991
28.4	0.011261723132087953	0.009009378505670407
28.5	0.011338437975307203	0.00907075038024574
28.6	0.01141585681547752	0.009132685452382105
28.7	0.011493985133371742	0.009195188106697394
28.799999999999997	0.011572828410519542	0.009258262728415567
28.900000000000002	0.011652392129259725	0.009321913703407736
29.0	0.011732681772784748	0.009386145418227798
29.099999999999998	0.011813702825183459	0.009450962260146745
29.200000000000003	0.011895460771477628	0.00951636861718208
29.3	0.011977961097654588	0.009582368878123804
29.4	0.012061209290694652	0.009648967432555722
29.5	0.012145210838597209	0.009716168670877656
29.6	0.012229971230398151	0.009783976984318543
29.7	0.01231549595618553	0.009852396764948423
29.799999999999997	0.012401790507112653	0.009921432405690211
29.900000000000002	0.01248886037540331	0.009991088300322581
30.0	0.012576711054356426	0.010061368843485186
