g	F_num	F_simp	F_full
21.5	0.9938049134139173	0.9966979430156457	0.9934177205022879
21.599999999999998	0.9937391059228579	0.9966886900240305	0.9933478000430358
21.700000000000003	0.9936726158463465	0.9966795452119077	0.9932771543367437
21.8	0.993605434795253	0.9966705070440462	0.9932057744699562
21.9	0.9935375543784605	0.9966615740079998	0.9931336515271139
22.0	0.9934689662028425	0.9966527446138751	0.9930607765905205
22.1	0.9933996618732333	0.9966440173940936	0.9929871407403106
22.2	0.9933296329923936	0.9966353909031447	0.9929127350544185
22.299999999999997	0.9932588711609812	0.9966268637173386	0.9928375506085415
22.400000000000002	0.9931873679775085	0.996618434434549	0.9927615784761022
22.5	0.9931151150383115	0.9966101016739572	0.9926848097282057
22.599999999999998	0.9930421039375081	0.9966018640757893	0.9926072354336034
22.700000000000003	0.992968326266963	0.9965937203010529	0.9925288466586483
22.8	0.9928937736162476	0.9965856690312697	0.9924496344672648
22.9	0.9928184375726067	0.99657770896821	0.9923695899208961
23.0	0.9927423097209226	0.9965698388336207	0.9922887040784789
23.1	0.9926653816436809	0.996562057368958	0.9922069679964117
23.2	0.9925876449209425	0.996554363335115	0.9921243727285028
23.299999999999997	0.9925090911303129	0.9965467555121533	0.9920409093259568
23.400000000000002	0.9924297118469186	0.9965392326990316	0.991956568837351
23.5	0.9923494986433826	0.9965317937133356	0.9918713423085938
23.599999999999998	0.9922684430898078	0.996524437391011	0.9917852207829212
23.700000000000003	0.9921865367537592	0.9965171625860939	0.9916981953008674
23.8	0.992103771200255	0.996509968170446	0.9916102569002713
23.9	0.9920201379917581	0.9965028530334873	0.9915213966162431
24.0	0.9919356286881706	0.9964958160819344	0.9914316054811805
24.1	0.9918502348468394	0.9964888562395396	0.9913408745247659
24.2	0.9917639480225584	0.9964819724468289	0.9912491947739671
24.3	0.9916767597675799	0.9964751636608468	0.9911565572530545
24.400000000000002	0.9915886616316323	0.9964684288549001	0.9910629529836088
24.5	0.9914996451619352	0.9964617670183048	0.9909683729845563
24.599999999999998	0.9914097019032306	0.9964551771561371	0.990872808272181
24.7	0.9913188233978081	0.9964486582889841	0.9907762498601705
24.8	0.9912270011855447	0.9964422094526999	0.9906786887596424
24.9	0.991134226803945	0.9964358296981627	0.9905801159791909
25.0	0.9910404917881847	0.9964295180910343	0.9904805225249488
25.1	0.9909457876711666	0.9964232737115255	0.9903798994006141
25.2	0.9908501059835745	0.996417095654159	0.9902782376075485
25.3	0.9907534382539391	0.9964109830275427	0.9901755281448119
25.4	0.9906557760087057	0.9964049349541373	0.990071762009251
25.5	0.9905571107723056	0.9963989505700344	0.9899669301955735
25.6	0.9904574340672402	0.9963930290247326	0.9898610236964428
25.7	0.9903567374141635	0.9963871694809197	0.9897540335025488
25.8	0.9902550123319753	0.9963813711142562	0.9896459506027243
25.9	0.9901522503379153	0.9963756331131626	0.9895367659840355
26.0	0.9900484429476694	0.9963699546786087	0.9894264706318983
26.1	0.9899435816754739	0.9963643350239081	0.9893150555301914
26.2	0.9898376580342332	0.9963587733745136	0.989202511661374
26.3	0.989730663535637	0.9963532689678158	0.9890888300066142
26.4	0.9896225896902877	0.9963478210529477	0.9889740015459298
26.5	0.9895134280078295	0.9963424288905863	0.9888580172583183
26.6	0.9894031699970867	0.996337091752765	0.9887408681219045
26.7	0.9892918071662059	0.9963318089226809	0.9886225451140939
26.8	0.9891793310228032	0.9963265796945127	0.9885030392117298
26.9	0.989065733074121	0.9963214033732339	0.9883823413912527
27.0	0.9889510048271832	0.9963162792744364	0.9882604426288824
27.1	0.9888351377889627	0.9963112067241515	0.9881373339007719
27.2	0.9887181234665535	0.9963061850586762	0.9880130061832125
27.3	0.9885999533673427	0.9963012136244006	0.9878874504528008
27.4	0.9884806189991968	0.996296291777642	0.9877606576866467
27.5	0.9883601118706447	0.9962914188844764	0.9876326188625594
27.6	0.9882384234910743	0.9962865943205765	0.9875033249592662
27.7	0.9881155453709278	0.9962818174710514	0.9873727669566126
27.8	0.9879914690219076	0.996277087730289	0.9872409358357757
27.900000000000002	0.9878661859571819	0.9962724045018005	0.9871078225795052
28.0	0.9877396876916026	0.9962677671980675	0.9869734181723292
28.099999999999998	0.9876119657419236	0.996263175240394	0.9868377136007944
28.2	0.9874830116270237	0.996258628058757	0.9867006998537123
28.3	0.9873528168681406	0.9962541250916627	0.9865623679223989
28.4	0.9872213729891027	0.9962496657860037	0.9864227088009206
28.5	0.9870886715165713	0.9962452495969194	0.986281713486357
28.6	0.9869547039802875	0.9962408759876591	0.9861393729790553
28.7	0.9868194619133197	0.9962365444294455	0.9859956782829009
28.799999999999997	0.9866829368523222	0.9962322544013423	0.9858506204055913
28.900000000000002	0.9865451203377948	0.9962280053901249	0.985704190358907
29.0	0.9864060039143493	0.9962237968901498	0.9855563791589956
29.099999999999998	0.9862655791309806	0.9962196284032319	0.9854071778266666
29.200000000000003	0.98612383754134	0.9962154994385167	0.985256577387675
29.3	0.9859807707040197	0.9962114095123616	0.9851045688730218
29.4	0.9858363701828352	0.9962073581482158	0.9849511433192625
29.5	0.9856906275471159	0.9962033448765022	0.9847962917688099
29.6	0.9855435343720016	0.9961993692345019	0.9846400052702511
29.7	0.9853950822387411	0.9961954307662413	0.9844822748786627
29.799999999999997	0.9852452627349952	0.9961915290223804	0.9843230916559333
29.900000000000002	0.9850940674551495	0.9961876635601044	0.9841624466710971
30.0	0.9849414880006234	0.9961838339430148	0.984000331000663
